numero_fiche,intitule_certification,nombre_offres,codes_rome_distincts,methode_correspondance,niveau_confiance
RNCP41058,Diplôme d'études supérieures spécialisées en stratégie marketing et commerciale,138,2,correspondance_officielle_france_competences,officiel
RNCP41246,"Ingénieur diplômé de l'Institut supérieur d'informatique, de modélisation et de leurs applications de l'institut national polytechnique Clermont Auvergne",167,5,correspondance_officielle_france_competences,officiel
RNCP41283,Ingénieur diplômé de l’École Nationale Supérieure d’Informatique pour l’Industrie et l’Entreprise ,167,5,correspondance_officielle_france_competences,officiel
RNCP41654,Expert consultant blockchain,157,4,correspondance_officielle_france_competences,officiel
RNCP41825,"Ingénieur diplômé de l'Université de technologie de Troyes, spécialité Systèmes Numériques",156,3,correspondance_officielle_france_competences,officiel
RNCP42224,"Ingénieur diplômé de l’école polytechnique universitaire de l'université d'Angers, spécialité automatique et informatique",157,5,correspondance_officielle_france_competences,officiel
RNCP42432,"Ingénieur diplômé du Conservatoire national des arts et métiers, spécialité Informatique et cybersécurité",161,4,correspondance_officielle_france_competences,officiel
RNCP42504,Expert en sécurité des systèmes d'information,148,4,correspondance_officielle_france_competences,officiel
RNCP42538,"Ingénieur diplômé de l’Ecole Polytechnique Universitaire de l’Institut polytechnique de Grenoble, spécialité Technologies de l’information pour la santé",156,3,correspondance_officielle_france_competences,officiel
RNCP42619,Expert en ingénierie de solutions logicielles,156,3,correspondance_officielle_france_competences,officiel
RNCP36611,Attaché de recherche clinique,10,2,correspondance_officielle_france_competences,officiel
RNCP37907,Ingénieur diplômé de l'Ecole Centrale de Marseille,10,2,correspondance_officielle_france_competences,officiel
RNCP38219,Ingénieur diplômé de Télécom Physique Strasbourg de l'Université de Strasbourg,18,4,correspondance_officielle_france_competences,officiel
RNCP38972, Neurosciences (fiche nationale),10,2,correspondance_officielle_france_competences,officiel
RNCP39001,Sciences économiques et sociales (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP39185,"Biodiversité, écologie et évolution (fiche nationale)",10,2,correspondance_officielle_france_competences,officiel
RNCP39195,"Sciences et technologie de l'agriculture, de l'alimentation et de l'environnement (fiche nationale)",3,2,correspondance_officielle_france_competences,officiel
RNCP40771,"Ingénieur diplômé de l'École nationale supérieure de physique, électronique et matériaux de l’Institut polytechnique de Grenoble, spécialité Microélectronique et Télécommunications",25,4,correspondance_officielle_france_competences,officiel
RNCP40941,"Ingénieur diplômé de l'Université de Technologie de Compiègne, spécialité Génie Biologique",11,3,correspondance_officielle_france_competences,officiel
RNCP41213,Ingénieur diplômé de CY Tech de CY Cergy Paris Université Spécialité mathématiques appliquées,18,4,correspondance_officielle_france_competences,officiel
RNCP42760,Ingénieur diplômé de CY Tech de CY Cergy Paris Université Spécialité Mathématiques appliquées,11,3,correspondance_officielle_france_competences,officiel
RNCP39772,Responsable des achats,2,2,correspondance_officielle_france_competences,officiel
RNCP39987,Manager du développement international,3,2,correspondance_officielle_france_competences,officiel
RNCP41622,Techniques de commercialisation : Business international : achat et vente,1,1,correspondance_officielle_france_competences,officiel
RNCP42496,Manager achats et approvisionnement,2,2,correspondance_officielle_france_competences,officiel
RNCP35989,Contrôleur de gestion,2,1,correspondance_officielle_france_competences,officiel
RNCP36325,Diplôme d’études supérieures en management international,4,2,correspondance_officielle_france_competences,officiel
RNCP36326,Sciences du management  - Diplôme d'études supérieures en développement international et entrepreneuriat,4,2,correspondance_officielle_france_competences,officiel
RNCP36567,Diplôme Programme Grande Ecole,2,1,correspondance_officielle_france_competences,officiel
RNCP39763,Manager de la performance financière,9,2,correspondance_officielle_france_competences,officiel
RNCP39973,Gestionnaire comptable et financier,2,1,correspondance_officielle_france_competences,officiel
RNCP41048,Manager International,4,2,correspondance_officielle_france_competences,officiel
RNCP41331,Expert en audit et contrôle,2,1,correspondance_officielle_france_competences,officiel
RNCP42356,Comptabilité - contrôle - audit (fiche nationale),2,1,correspondance_officielle_france_competences,officiel
RNCP37099,Employé commercial,1,1,correspondance_officielle_france_competences,officiel
RNCP37105,Vendeur-conseil en alimentation,1,1,correspondance_officielle_france_competences,officiel
RNCP37844,CQP Préparateur-vendeur en produits de la mer,1,1,correspondance_officielle_france_competences,officiel
RNCP38245,CQP Conseiller de vente de produits alimentaires,1,1,correspondance_officielle_france_competences,officiel
RNCP38390,Services aux personnes et vente en espace rural,1,1,correspondance_officielle_france_competences,officiel
RNCP38636,Vente-conseil en boucherie,1,1,correspondance_officielle_france_competences,officiel
RNCP39257,Vendeur en boulangerie-pâtisserie (CTM) ,1,1,correspondance_officielle_france_competences,officiel
RNCP41797,Chargé des ressources humaines,5,2,correspondance_officielle_france_competences,officiel
RNCP42257,Diplôme en management international,4,1,correspondance_officielle_france_competences,officiel
RNCP42350,Gestionnaire de paie,4,1,correspondance_officielle_france_competences,officiel
RNCP42355,Administration économique et sociale (fiche nationale),4,1,correspondance_officielle_france_competences,officiel
RNCP39196,Géopolitique (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP36759,Finances publiques (fiche nationale),1,1,correspondance_officielle_france_competences,officiel
RNCP35409,Génie Électrique et Informatique Industrielle : Électronique et Systèmes Embarqués,14,1,correspondance_officielle_france_competences,officiel
RNCP36094,Ingénieur diplômé de l'Institut National des Sciences Appliquées de Rennes- Spécialité Électronique,23,2,correspondance_officielle_france_competences,officiel
RNCP36166,Analyste développeur d'applications informatiques,20,3,correspondance_officielle_france_competences,officiel
RNCP36465,Expert en création numérique interactive,14,1,correspondance_officielle_france_competences,officiel
RNCP37600,"Ingénieur diplômé de l’école polytechnique universitaire de l'université de Nantes, spécialité électronique et technologies numériques",26,4,correspondance_officielle_france_competences,officiel
RNCP38018,Chef de projet digital,14,1,correspondance_officielle_france_competences,officiel
RNCP38345,Réalisateur de jeu vidéo,14,1,correspondance_officielle_france_competences,officiel
RNCP38678,"Ingénieur diplômé de l'école nationale supérieure des mines d'Alès de l'Institut Mines-Télécom, spécialité informatique et réseaux",32,5,correspondance_officielle_france_competences,officiel
RNCP38961,Technologies de l’information (fiche nationale),21,3,correspondance_officielle_france_competences,officiel
RNCP39148,Ingénieur diplômé de l’École nationale supérieure en systèmes avancés et réseaux de l’Institut polytechnique de Grenoble ,29,3,correspondance_officielle_france_competences,officiel
RNCP39300,"Ingénieur de l'Ecole nationale supérieure des sciences applicatives et du risque (ENSAR) , spécialité Science de la donnée",20,2,correspondance_officielle_france_competences,officiel
RNCP39334,"Ingénieur diplômé de l’École Polytechnique Universitaire de Sorbonne Université, spécialité Robotique",25,3,correspondance_officielle_france_competences,officiel
RNCP39548,Sciences et Ingénierie - Multimédia et technologie de l’information,20,2,correspondance_officielle_france_competences,officiel
RNCP39602,Chef de projet digital,14,1,correspondance_officielle_france_competences,officiel
RNCP39670,"Titre Ingénieur de l’Institut Polytechnique de Grenoble, spécialité génie énergétique et industriel",24,3,correspondance_officielle_france_competences,officiel
RNCP40018,Ingénieur diplômé de l’Institut Supérieur de l’Automobile et des Transports de Nevers de l’Université Bourgogne Europe,23,2,correspondance_officielle_france_competences,officiel
RNCP40041,"Ingénieur diplômé d’Aflokkat, spécialité robotique et informatique",26,5,correspondance_officielle_france_competences,officiel
RNCP40081,Ingénieur diplômé de l'école d'ingénieurs de l'université de Toulon,24,3,correspondance_officielle_france_competences,officiel
RNCP40117,Ingénieur diplômé de l’École nationale supérieure d'informatique et de mathématiques appliquées de l'Institut polytechnique de Grenoble,36,4,correspondance_officielle_france_competences,officiel
RNCP40129,"Ingénieur diplômé de Télécom Saint-Étienne de l'Université de Saint-Étienne, spécialité photonique et informatique industrielle",25,3,correspondance_officielle_france_competences,officiel
RNCP40293,Métiers de l'informatique : systèmes d'information et gestion de données (fiche nationale),25,3,correspondance_officielle_france_competences,officiel
RNCP40653,Développeur blockchain,15,2,correspondance_officielle_france_competences,officiel
RNCP40723,"Diplôme d'études supérieures en management international, data et IA",20,2,correspondance_officielle_france_competences,officiel
RNCP40747," Titre ingénieur - Ingénieur diplômé de l'Ecole Polytechnique universitaire de l'Université de Lille, spécialité Informatique et mathématiques appliquées",14,1,correspondance_officielle_france_competences,officiel
RNCP41066,Ingénieur diplômé de l'ECAM-EPMI,16,2,correspondance_officielle_france_competences,officiel
RNCP41168,"Ingénieur diplômé de l'Ecole polytechnique universitaire de l'Université Paris-Saclay, spécialité Electronique ",26,4,correspondance_officielle_france_competences,officiel
RNCP41220,"Ingénieur diplômé de l'institut national des sciences appliquées de Toulouse, spécialité informatique et réseaux",34,4,correspondance_officielle_france_competences,officiel
